"","h","lower","median","upper"
"420",0.839,1.3311632260122,1.56717527259872,1.92467401224844
"421",0.84,1.34005332013922,1.57685184742192,1.93568289111281
"422",0.841,1.34894341426623,1.58652842224512,1.94669176997718
"423",0.842,1.35783350839325,1.59620499706831,1.95770064884155
"424",0.843,1.36672360252027,1.60588157189151,1.96870952770592
"425",0.844,1.37561369664728,1.61555814671471,1.97971840657029
"426",0.845,1.3845037907743,1.62523472153791,1.99072728543466
"427",0.846,1.39339388490132,1.6349112963611,2.00173616429903
"428",0.847,1.40228397902833,1.6445878711843,2.0127450431634
"429",0.848,1.41117407315535,1.6542644460075,2.02375392202777
"430",0.849,1.42006416728237,1.6639410208307,2.03476280089214
"431",0.85,1.42895426140938,1.6736175956539,2.04577167975652
"432",0.851,1.4378443555364,1.68329417047709,2.05678055862089
"433",0.852,1.44673444966341,1.69297074530029,2.06778943748526
"434",0.853,1.45562454379043,1.70264732012349,2.07879831634963
"435",0.854,1.46451463791745,1.71232389494669,2.089807195214
"436",0.855,1.47340473204446,1.72200046976988,2.10081607407837
"437",0.856,1.48229482617148,1.73167704459308,2.11182495294274
"438",0.857,1.4911849202985,1.74135361941628,2.12283383180711
"439",0.858,1.50007501442551,1.75103019423948,2.13384271067148
"440",0.859,1.50896510855253,1.76070676906267,2.14485158953585
"441",0.86,1.51785520267955,1.77038334388587,2.15586046840022
"442",0.861,1.52674529680656,1.78005991870907,2.1668693472646
"443",0.862,1.53563539093358,1.78973649353227,2.17787822612897
"444",0.863,1.54452548506059,1.79941306835546,2.18888710499334
"445",0.864,1.55341557918761,1.80908964317866,2.19989598385771
"446",0.865,1.56350053118092,1.82025133009821,2.21208714152526
